capacity_kwh,soc0_pct,socT_pct,ambient_c,current_a,connector_temp_c,duration_min
92.9,37.3,93.9,25.4,12.0,55.2,720.0
42.9,43.8,85.5,-3.5,16.5,29.0,427.8
43.6,45.0,86.7,0.4,21.3,20.3,352.2
41.7,40.2,82.1,-3.8,13.0,18.0,467.7
52.3,63.7,98.4,11.9,7.0,33.9,720.0
48.4,37.1,99.4,-0.8,16.9,13.9,720.0
99.3,25.9,93.3,37.4,22.5,55.9,720.0
71.9,77.3,89.8,24.8,17.2,55.4,286.1
75.1,27.5,96.5,-2.8,9.0,28.0,720.0
74.2,63.4,83.5,0.0,23.1,27.5,225.3
90.5,37.5,80.8,36.2,29.5,56.6,387.8
53.9,39.7,93.2,12.0,23.6,32.2,440.2
52.5,12.5,85.7,11.4,28.1,36.7,452.3
37.1,74.7,97.4,13.8,10.3,41.1,479.7
60.9,14.5,84.3,19.4,29.4,41.9,470.0
74.7,7.1,80.6,31.6,26.0,63.6,679.3
99.5,28.9,88.7,35.6,20.8,52.9,720.0
91.8,68.3,87.1,32.9,19.9,62.8,359.7
72.0,52.0,87.2,16.4,22.8,23.7,414.3
25.2,59.2,89.2,24.2,12.7,38.4,218.8
41.6,49.9,82.0,31.9,11.4,50.4,352.5
46.2,43.8,95.4,39.5,15.8,57.6,584.4
73.1,42.6,82.1,3.2,9.9,31.4,720.0
34.0,63.7,91.3,-2.7,13.2,14.5,356.3
26.5,76.7,95.7,31.8,15.1,54.1,189.3
95.7,41.8,84.7,24.5,26.4,36.1,505.6
33.7,20.9,86.5,40.4,12.0,60.2,639.0
67.6,74.0,83.8,39.9,31.1,58.5,82.6
91.1,29.0,91.3,31.2,31.5,53.3,618.2
74.0,67.5,99.3,0.5,28.5,16.7,456.5
49.9,22.5,96.8,26.1,14.4,38.6,720.0
99.5,70.0,97.2,19.8,21.3,31.2,633.3
49.8,30.7,88.2,22.2,13.7,47.0,714.9
67.2,51.3,99.7,4.4,26.6,44.8,627.8
55.3,32.4,93.1,3.1,29.6,25.4,484.7
32.3,57.3,95.6,43.5,19.1,73.3,292.1
59.8,48.4,92.5,28.7,25.2,46.7,388.6
93.2,23.1,81.8,23.1,20.7,59.2,720.0
76.3,30.4,94.8,12.3,10.4,44.5,720.0
56.5,33.8,98.5,24.3,23.4,46.9,627.5
88.1,69.2,93.6,3.4,11.9,26.3,720.0
99.1,32.8,87.2,42.9,6.8,72.1,720.0
95.9,58.0,89.2,25.7,11.7,50.0,720.0
64.4,78.1,88.0,-4.2,31.9,11.3,128.3
71.7,28.1,86.2,27.1,29.5,56.7,461.6
59.5,61.7,90.7,-0.2,28.4,20.9,312.3
64.1,38.0,98.2,24.5,13.6,58.5,720.0
97.2,29.7,98.6,10.4,21.7,20.4,720.0
38.6,21.7,88.5,9.7,9.8,41.8,720.0
65.8,38.7,83.1,38.8,30.3,68.2,304.1
62.5,67.3,96.3,35.9,21.1,62.9,367.2
59.2,17.8,80.0,4.6,7.6,13.9,720.0
54.8,35.6,98.0,31.9,26.0,60.9,549.9
78.2,23.9,96.1,19.4,21.7,47.1,720.0
68.5,45.5,87.2,15.9,19.2,37.8,543.1
36.3,57.9,88.8,36.3,30.5,50.9,131.8
24.9,18.0,93.4,-4.3,31.1,34.5,237.0
84.6,57.6,80.0,44.0,27.1,75.4,248.0
75.2,64.6,93.8,35.2,30.0,62.4,318.7
28.3,53.1,94.2,30.3,8.3,46.4,539.5
36.4,34.5,99.3,39.6,28.6,69.5,353.8
83.8,56.7,87.4,42.8,30.0,65.0,333.5
88.4,46.1,99.4,34.9,7.6,52.3,720.0
60.0,76.6,95.2,7.8,11.3,20.5,546.0
61.9,21.2,97.3,25.4,21.7,56.4,720.0
96.0,49.0,85.1,-2.8,21.2,19.7,653.0
90.2,66.4,94.7,6.0,14.5,33.0,720.0
41.3,28.3,82.8,43.5,24.0,78.1,374.3
38.9,30.4,99.3,30.8,18.4,59.7,576.5
90.7,14.1,82.6,34.1,12.2,48.6,720.0
33.3,73.4,86.8,2.3,10.6,31.8,218.0
60.1,35.1,86.3,12.3,19.6,29.6,468.1
33.5,8.8,87.1,34.2,26.6,55.6,338.5
30.6,27.9,98.4,37.6,29.7,73.6,340.6
81.5,74.8,99.7,21.5,9.4,60.5,720.0
92.4,79.7,81.9,8.7,21.5,28.4,56.8
34.0,46.9,93.4,24.4,30.6,46.2,209.4
92.3,13.0,91.3,17.9,14.0,36.4,720.0
42.5,39.0,96.1,9.0,17.5,46.4,609.8
45.5,9.9,99.1,31.9,26.5,39.1,547.9
40.1,18.0,96.3,28.3,23.5,60.9,486.9
31.0,68.0,86.2,18.8,8.7,29.9,255.9
84.2,10.6,83.8,8.6,10.6,32.4,720.0
84.0,39.6,87.6,12.5,13.9,40.8,720.0
26.1,7.4,85.2,5.8,18.3,34.0,360.7
90.6,38.8,86.1,2.5,9.1,22.6,720.0
80.0,38.7,83.3,32.7,23.2,59.8,449.7
98.1,49.1,88.0,44.3,15.7,64.3,720.0
82.0,30.9,84.9,22.9,21.7,41.0,655.3
64.5,32.4,98.7,32.5,21.7,51.3,713.8
42.1,33.9,98.3,26.0,28.7,45.4,347.2
85.4,56.5,98.7,-3.4,29.4,15.3,609.5
33.1,22.8,97.8,32.4,27.8,64.7,351.1
74.0,73.1,96.7,44.7,23.1,67.1,409.1
66.8,23.2,85.8,5.3,31.8,20.9,485.4
63.6,11.6,91.7,10.2,18.7,22.0,720.0
58.9,10.9,85.4,44.0,8.4,55.4,720.0
71.3,5.1,97.5,35.8,9.8,62.6,720.0
66.4,37.5,87.8,-2.3,27.5,5.0,484.1
57.4,54.1,97.0,43.7,29.0,60.8,354.7
76.3,70.7,93.5,-2.9,16.6,36.3,543.6
31.1,33.9,80.6,-1.4,18.6,33.6,300.2
79.6,38.4,96.5,19.3,16.5,45.4,720.0
35.7,70.4,82.0,20.1,27.6,50.2,50.8
32.2,72.7,85.7,10.8,26.7,32.8,64.3
24.9,76.4,84.3,2.0,29.4,9.0,39.0
60.5,73.1,83.2,23.1,31.8,52.6,74.6
32.9,51.2,96.3,43.6,9.0,54.5,709.7
83.7,47.0,98.2,14.5,23.3,34.6,720.0
75.3,70.8,92.6,2.1,31.2,21.4,286.4
31.7,72.4,91.8,40.5,19.3,75.8,198.2
56.7,28.8,99.9,10.9,11.9,37.8,720.0
58.0,33.1,82.6,-2.2,30.2,17.3,348.1
83.7,33.0,94.0,36.9,18.2,55.3,720.0
51.5,61.2,97.5,6.9,27.3,40.4,316.3
63.6,25.2,86.4,32.4,17.5,50.6,720.0
24.3,46.3,95.9,6.1,31.1,34.6,159.6
98.9,35.3,98.5,0.2,29.1,21.2,720.0
43.3,5.9,97.9,18.1,29.4,43.9,462.4
43.9,37.8,88.9,27.5,13.9,60.2,582.3
91.2,64.4,84.2,32.2,20.1,39.0,301.9
96.9,32.6,92.7,25.5,19.7,37.6,720.0
68.0,47.5,90.0,35.7,13.9,61.3,720.0
70.2,75.8,91.3,17.6,31.4,34.2,194.3
26.1,24.2,83.2,-3.0,28.8,27.4,190.0
82.9,67.4,88.4,3.0,14.6,30.6,572.4
32.1,11.6,86.2,9.8,22.0,40.6,351.5
25.6,70.0,85.0,5.9,17.5,41.6,102.8
58.0,22.9,86.3,13.4,26.6,43.9,433.0
54.5,8.3,83.8,5.3,11.9,32.4,720.0
32.3,12.4,93.7,33.8,23.6,57.4,392.0
93.5,7.5,82.6,28.1,15.3,50.7,720.0
46.1,72.5,96.2,39.5,28.7,65.3,198.1
40.7,63.9,95.9,39.1,27.7,75.5,256.1
82.6,69.2,96.6,19.8,30.6,50.2,343.4
78.2,27.2,95.1,10.8,21.9,34.4,720.0
96.3,26.1,96.1,42.9,28.7,67.4,720.0
31.1,45.5,98.8,17.7,14.7,32.4,500.4
24.7,52.8,83.8,19.5,28.4,35.6,82.4
44.2,37.9,88.4,5.2,22.8,33.1,391.8
79.8,78.5,81.2,28.6,27.5,55.1,33.6
80.1,72.7,83.0,8.7,13.7,25.7,268.4
30.5,25.6,87.8,34.8,14.9,53.0,413.2
37.5,13.1,97.2,35.6,23.9,72.6,559.8
92.9,40.1,89.3,14.7,22.8,41.2,720.0
69.8,66.6,99.9,19.9,14.8,45.5,720.0
95.7,18.6,98.1,43.6,28.0,77.9,720.0
53.8,23.8,81.1,38.1,10.3,76.0,720.0
52.0,38.8,99.5,28.4,6.1,54.8,720.0
28.4,31.9,90.9,32.0,16.3,52.0,339.8
26.2,54.0,98.6,16.0,7.6,44.4,702.9
94.8,40.4,99.2,2.7,7.5,18.9,720.0
42.9,14.2,94.6,33.8,31.3,62.6,393.2
54.0,50.1,97.6,26.0,7.9,61.3,720.0
39.3,75.9,96.5,19.7,25.7,64.0,166.1
43.5,71.8,80.8,22.3,15.4,44.4,82.9
93.5,33.7,88.9,0.8,24.0,42.0,720.0
77.0,57.9,86.3,0.8,26.8,32.0,349.6
45.7,8.0,99.5,32.8,21.2,68.9,720.0
75.0,41.2,80.3,14.2,12.2,33.5,696.6
97.6,56.4,81.9,16.7,19.9,40.5,411.1
54.3,57.9,89.7,-1.3,21.6,20.8,388.9
50.3,28.0,95.7,8.9,26.9,41.9,474.7
68.9,33.7,82.7,17.8,23.6,45.0,414.6
94.0,5.7,91.6,-1.0,21.3,40.5,720.0
68.5,59.7,95.1,27.9,25.3,57.2,392.1
90.5,56.8,97.7,34.9,10.2,56.0,720.0
46.3,14.6,87.4,31.3,26.5,65.2,400.1
63.8,10.1,84.3,0.6,16.9,34.2,720.0
58.7,52.6,84.1,42.0,18.1,72.9,416.4
82.6,78.9,95.6,37.5,18.5,64.8,479.2
87.9,45.2,86.4,23.4,24.0,46.8,446.6
92.3,11.5,87.6,11.8,7.1,18.0,720.0
86.0,73.6,89.5,36.1,12.7,78.5,720.0
29.2,79.8,80.7,42.7,7.7,67.3,21.2
64.3,72.2,81.9,24.2,7.2,31.4,322.2
76.1,38.6,84.3,16.6,31.9,48.1,344.6
82.9,38.8,93.6,22.8,22.9,59.1,654.7
24.4,5.1,94.6,6.1,31.5,38.1,251.9
94.2,37.6,85.0,21.4,16.2,54.2,720.0
61.2,45.9,93.3,39.0,7.7,67.7,720.0
33.9,12.8,98.9,30.9,25.1,65.7,420.1
81.4,61.8,88.1,13.2,7.1,42.0,720.0
70.1,49.5,99.9,41.1,6.8,64.5,720.0
26.5,45.0,97.7,21.7,7.5,51.2,681.0
30.1,73.0,96.0,7.5,19.3,21.4,198.2
28.5,28.8,80.9,22.1,27.4,39.2,150.1
74.1,79.0,90.5,14.9,26.2,46.6,206.3
90.4,11.5,89.1,6.9,26.8,30.7,720.0
61.7,78.2,91.3,1.4,25.3,18.8,202.7
79.4,38.0,88.9,15.7,31.5,54.4,423.8
74.4,67.8,96.6,40.8,18.4,63.3,568.1
52.3,40.7,90.9,27.7,30.4,45.9,295.6
40.8,18.2,87.6,-0.9,18.0,20.9,586.1
65.5,36.3,87.3,11.8,23.3,43.7,511.1
60.3,71.5,99.9,16.1,7.8,39.4,720.0
84.0,49.8,94.4,0.6,17.3,21.4,720.0
25.5,21.0,82.3,10.2,6.7,23.5,720.0
83.7,67.9,90.9,37.8,7.9,73.2,720.0
94.8,78.1,89.3,-4.9,13.9,21.7,545.5
85.5,20.2,97.2,42.5,17.3,58.1,720.0
44.8,29.2,96.4,25.7,7.0,37.1,720.0
62.1,26.9,91.5,17.7,8.1,38.7,720.0
61.4,30.2,89.3,20.9,6.5,40.7,720.0
25.1,65.8,85.9,8.1,16.6,42.1,122.7
67.6,77.6,87.8,-4.3,29.5,18.4,151.3
77.5,72.3,86.2,25.7,7.9,41.5,676.2
93.9,34.7,92.0,27.3,30.9,44.3,591.4
44.7,5.3,87.3,38.9,28.6,64.3,397.9
41.9,10.2,86.4,21.2,11.4,46.6,720.0
30.6,23.7,89.3,9.1,24.3,54.1,256.3
70.0,19.3,87.9,5.4,28.4,24.0,651.9
55.9,48.1,90.6,33.9,19.1,46.0,480.0
52.0,77.6,98.5,-4.0,28.3,30.0,229.3
59.7,53.2,89.1,44.2,15.4,64.4,527.1
83.7,35.3,90.9,17.5,13.4,54.0,720.0
27.2,68.3,87.6,9.8,23.1,38.5,95.7
98.4,69.5,92.0,22.5,10.3,52.7,720.0
68.7,45.0,96.0,6.2,22.4,23.5,671.4
43.4,11.1,81.8,-3.0,20.4,27.3,512.6
34.4,47.4,99.4,1.8,11.8,28.8,608.0
65.6,71.8,86.5,36.7,13.4,50.1,320.4
91.4,53.7,81.2,1.0,22.2,34.1,397.4
42.4,49.1,97.2,42.9,30.6,64.2,283.8
67.0,16.5,99.2,10.5,9.8,30.7,720.0
67.6,54.0,92.3,30.4,29.7,46.7,338.1
87.6,8.8,86.9,24.9,20.7,46.9,720.0
41.1,57.4,92.6,44.2,12.9,69.2,484.8
92.4,39.5,98.3,35.4,18.7,45.3,720.0
34.1,36.5,87.2,42.0,16.6,49.2,342.5
73.1,77.0,94.0,20.4,22.1,49.0,358.2
54.1,68.7,95.2,6.9,10.2,40.4,720.0
30.1,20.4,81.4,39.6,26.0,72.0,261.1
71.9,20.8,92.7,25.0,20.3,59.4,720.0
32.6,25.4,99.5,17.0,25.2,32.0,379.2
61.4,61.2,96.0,25.7,21.2,42.7,426.3
30.4,58.4,90.4,13.3,10.5,44.2,326.0
94.5,16.8,88.5,42.6,18.7,71.2,720.0
78.1,37.1,94.2,16.6,28.3,54.5,568.6
29.7,50.0,86.3,5.9,30.2,35.6,138.1
64.3,26.8,95.5,10.2,27.9,22.9,565.3
71.5,12.1,91.4,5.1,15.0,14.1,720.0
30.0,32.9,85.7,32.8,23.8,62.0,241.0
80.5,73.7,97.3,22.4,17.6,40.3,613.6
51.1,46.0,89.7,12.9,24.5,58.1,340.2
80.8,11.7,96.9,2.3,24.5,27.6,720.0
65.4,8.7,86.4,22.9,16.5,40.5,720.0
33.8,21.8,92.8,19.2,12.1,27.7,663.4
69.6,39.8,94.0,11.2,6.6,42.3,720.0
97.7,29.0,94.5,35.7,9.7,66.3,720.0
63.3,44.2,96.7,41.4,25.0,84.0,720.0
95.1,54.8,92.0,-2.7,22.1,17.9,720.0
28.5,18.0,89.5,24.8,9.0,53.9,720.0
35.0,67.9,91.9,3.7,8.0,31.2,538.8
37.0,47.3,83.6,11.9,22.6,23.1,221.0
35.6,73.8,89.0,23.6,20.9,57.5,122.7
49.6,34.9,95.9,41.4,28.5,65.7,436.9
42.1,30.1,89.3,19.4,8.8,49.1,720.0
31.7,57.4,83.3,17.5,11.1,33.4,229.3
41.8,22.3,85.5,42.1,9.8,63.8,720.0
76.7,5.5,98.3,31.1,26.2,54.9,720.0
73.3,17.0,99.0,26.8,9.9,59.5,720.0
47.8,43.5,85.6,8.1,23.1,34.3,296.5
32.6,12.2,98.8,37.7,18.8,69.8,586.1
24.1,29.7,91.4,26.1,19.8,55.1,273.7
75.4,32.4,89.5,36.1,8.4,59.9,720.0
94.6,61.6,81.6,-3.5,18.3,10.3,367.7
35.4,50.4,87.5,25.3,15.3,48.0,331.8
54.0,29.2,80.3,29.7,21.8,53.9,357.7
86.2,35.0,93.4,11.6,25.9,33.8,697.1
35.7,52.6,93.9,1.2,26.3,21.4,220.8
99.6,21.9,92.8,-3.9,9.8,12.6,720.0
66.7,9.9,92.3,16.7,17.1,35.1,720.0
85.8,39.4,97.4,26.2,21.5,49.4,720.0
28.5,69.0,90.0,1.3,24.8,23.8,117.4
56.4,15.2,94.1,6.0,10.1,23.9,720.0
25.7,66.4,89.5,27.8,15.5,45.8,147.7
42.1,75.4,85.4,18.0,15.7,46.3,130.2
64.7,10.4,92.5,4.3,23.6,22.7,720.0
88.7,33.5,89.7,9.4,19.5,25.1,720.0
57.5,22.6,88.6,32.7,7.8,62.5,720.0
90.6,14.4,83.9,25.7,20.2,57.6,720.0
47.0,5.1,90.9,42.0,7.3,74.9,720.0
46.6,27.5,91.8,36.9,10.1,60.2,720.0
94.5,17.1,83.3,6.2,7.6,53.8,720.0
95.7,68.6,90.9,28.9,6.0,64.6,720.0
80.9,29.6,98.1,15.1,18.4,35.8,720.0
93.2,68.2,90.5,4.1,16.4,30.5,621.5
59.7,34.3,86.8,24.2,11.5,52.9,720.0
51.6,10.6,97.7,2.8,29.0,35.1,571.4
43.6,17.5,89.5,40.8,6.2,84.8,720.0
28.4,48.4,88.4,26.6,29.6,45.6,136.7
56.8,36.4,97.1,40.1,16.8,70.0,720.0
31.1,44.7,99.8,1.3,28.7,31.2,252.9
61.2,17.0,87.0,40.1,20.8,69.8,720.0
83.3,33.5,92.2,36.8,30.1,63.8,604.1
68.4,55.2,99.7,37.0,23.0,60.7,629.4
79.5,60.7,87.0,19.2,10.9,40.9,720.0
68.6,26.3,99.9,-0.8,11.2,22.8,720.0
72.2,75.7,90.5,20.0,14.6,36.6,386.1
68.9,9.7,92.1,16.5,14.9,47.7,720.0
61.7,76.3,99.5,40.5,19.2,74.3,485.6
70.7,65.0,80.4,28.0,8.4,41.7,417.5
69.0,11.3,83.0,-3.5,21.7,9.5,720.0
37.3,72.7,97.8,12.4,30.2,38.0,168.5
83.8,57.4,85.4,38.6,26.3,51.0,349.8
81.8,59.6,95.5,30.7,12.2,51.4,720.0
59.3,5.2,91.1,10.8,31.1,45.0,584.0
71.8,43.6,90.5,6.4,14.5,34.6,720.0
97.4,73.5,89.8,11.8,11.5,31.6,639.1
84.4,60.0,93.5,43.2,21.5,67.1,604.8
73.9,66.4,88.5,38.8,15.3,80.6,602.6
82.4,73.0,96.8,30.8,30.0,59.5,340.5
75.7,6.2,97.2,41.3,18.9,64.9,720.0
63.6,56.0,93.0,44.9,28.0,73.3,385.4
77.9,32.2,81.6,2.4,18.5,17.0,582.8
56.7,22.0,81.8,26.0,26.1,59.3,352.1
38.3,30.0,92.7,21.9,17.0,39.7,532.3
52.7,34.6,84.1,37.6,20.3,59.3,429.5
84.3,61.5,93.4,5.4,30.9,41.5,436.6
30.4,39.6,82.9,9.8,14.9,36.4,254.8
88.3,51.9,97.1,7.6,23.1,38.1,720.0
99.4,18.1,91.1,-0.7,18.9,20.5,720.0
62.3,30.1,94.1,21.0,9.7,57.0,720.0
82.4,76.9,96.8,26.5,9.9,37.4,720.0
95.1,64.5,85.1,14.4,16.8,41.2,478.3
87.7,19.2,90.0,31.8,16.1,50.7,720.0
33.2,26.2,80.0,41.5,7.2,62.9,685.9
94.8,22.4,99.2,7.7,22.7,40.3,720.0
39.3,49.5,81.1,6.4,9.2,37.5,478.7
71.4,6.2,91.7,40.8,17.2,70.8,720.0
44.6,54.3,82.7,8.4,27.8,44.6,141.3
81.9,62.0,82.6,35.1,9.9,57.9,477.3
59.6,53.9,99.2,18.4,17.7,54.0,647.2
92.8,73.4,88.2,-3.9,21.5,25.8,345.0
31.6,41.7,81.9,42.8,24.6,78.4,188.9
53.7,14.5,96.2,-1.8,7.2,22.0,720.0
98.8,23.1,93.3,22.0,26.6,40.2,720.0
76.7,10.0,81.7,16.9,29.9,47.6,505.6
27.1,77.4,82.2,20.3,10.4,56.7,51.8
33.1,77.9,91.9,8.8,23.2,42.1,123.7
48.8,8.6,98.6,13.9,18.4,23.9,720.0
60.9,50.3,92.5,26.3,21.3,58.8,461.9
91.6,49.0,90.4,24.2,20.2,58.3,720.0
44.7,59.5,85.2,6.9,16.0,37.2,274.6
92.8,14.0,94.8,14.3,19.9,36.3,720.0
67.1,28.6,87.7,40.4,20.5,65.7,677.5
89.3,55.3,85.0,-1.0,30.3,35.9,340.9
41.4,64.6,92.2,21.1,30.4,41.5,170.7
89.0,10.6,81.0,-1.6,10.2,22.3,720.0
29.7,26.3,96.7,16.5,12.4,40.0,648.8
83.4,35.4,90.9,7.7,21.8,22.6,720.0
33.6,10.0,83.2,6.5,17.9,53.6,433.3
63.9,75.1,85.2,25.0,20.8,47.1,145.4
54.0,58.5,80.6,31.4,11.9,48.7,295.4
57.0,64.3,98.0,28.6,13.0,52.2,678.4
27.6,17.6,97.4,9.7,28.0,41.3,307.0
80.8,32.6,83.7,-2.7,23.6,36.8,592.5
64.4,35.6,84.4,21.0,15.6,39.3,680.5
32.0,17.7,92.9,16.3,8.0,37.4,720.0
51.3,17.9,98.5,33.3,18.0,53.2,720.0
52.1,31.3,81.8,9.9,9.5,29.3,716.4
39.5,64.9,98.0,20.5,8.8,40.9,720.0
40.0,75.7,91.6,12.8,22.9,43.6,143.5
56.7,63.0,97.7,-4.6,31.8,23.2,322.4
75.7,13.4,98.4,1.9,17.1,30.3,720.0
72.8,22.8,93.4,35.4,16.7,61.9,720.0
42.7,54.8,95.2,35.4,18.2,64.3,418.0
50.9,29.6,94.9,-1.5,7.7,23.3,720.0
97.2,11.7,97.0,43.6,25.4,68.5,720.0
86.1,26.7,83.8,14.4,8.3,38.0,720.0
90.0,39.6,85.9,35.9,30.9,68.0,443.0
43.1,56.3,96.3,4.1,28.8,37.1,292.3
90.8,23.0,82.8,14.6,15.4,35.4,720.0
79.0,50.8,80.7,-4.9,14.2,24.7,584.3
87.1,58.6,97.1,14.3,26.7,55.9,561.5
53.8,8.7,88.1,23.3,22.6,40.8,641.1
88.5,60.6,84.4,3.3,26.3,17.5,333.7
33.4,15.9,86.3,17.9,6.3,26.2,720.0
71.8,12.6,88.7,16.1,32.0,35.2,569.4
64.8,29.1,99.3,4.2,11.8,22.8,720.0
73.8,76.1,95.6,33.7,10.6,62.4,708.8
82.1,38.4,94.9,12.6,17.4,41.4,720.0
94.8,68.5,81.5,28.1,25.4,45.4,173.8
27.9,47.6,93.0,36.9,17.9,65.4,280.2
96.3,44.3,88.0,40.0,15.2,54.2,720.0
54.3,7.7,80.5,34.5,32.0,59.5,303.5
96.2,34.2,96.4,10.2,25.5,36.1,720.0
89.9,47.6,84.3,33.9,18.4,68.4,701.4
32.8,14.9,87.2,36.0,9.1,53.7,720.0
48.3,22.8,83.1,34.0,30.3,50.8,289.7
83.4,65.6,85.6,21.0,19.4,27.5,337.1
75.8,60.4,80.3,23.3,7.8,54.2,556.6
25.2,56.7,96.7,13.2,7.9,40.5,551.0
71.5,40.2,80.3,-3.6,18.6,10.3,581.9
55.5,54.7,80.6,-0.6,13.9,17.8,341.0
74.6,23.8,97.0,12.1,10.1,37.0,720.0
77.2,11.4,82.7,43.1,22.9,60.1,720.0
39.5,43.6,82.7,31.2,29.6,60.3,169.2
93.8,63.1,80.2,42.4,22.8,46.8,239.9
30.1,29.8,98.5,5.7,27.7,35.7,305.7
81.0,59.5,94.2,2.6,30.9,30.4,426.2
46.0,23.6,97.9,26.9,30.6,57.8,357.0
40.9,24.6,94.3,-2.3,21.4,5.0,564.2
83.4,34.6,90.6,22.0,17.1,55.2,720.0
58.1,20.0,96.9,19.2,17.4,46.8,720.0
49.1,74.5,98.9,11.0,19.0,37.2,366.2
51.0,35.1,85.9,3.6,19.8,35.4,528.4
89.3,13.5,91.7,30.1,6.3,60.7,720.0
57.3,30.0,93.9,40.5,8.5,75.0,720.0
70.5,12.9,94.8,21.7,26.2,40.7,672.7
59.8,16.2,95.9,34.2,26.4,65.3,608.6
67.3,16.1,94.0,38.6,7.5,77.8,720.0
66.0,7.3,91.0,31.7,16.4,65.5,720.0
31.7,56.9,85.4,28.8,15.8,42.6,202.4
69.8,51.6,82.6,17.2,23.4,38.2,252.0
27.8,61.7,88.1,13.8,12.9,34.9,209.7
79.7,17.3,85.5,45.0,31.3,62.7,524.5
59.1,42.2,89.5,4.0,31.9,33.0,355.2
80.2,15.6,92.0,44.4,6.2,71.6,720.0
34.4,48.9,84.4,18.0,25.5,41.1,171.1
39.3,18.9,91.1,2.7,16.2,19.9,714.8
45.7,10.7,97.2,6.4,27.9,40.3,551.4
87.8,54.9,86.9,22.0,22.5,44.9,454.9
45.7,48.2,96.1,22.2,23.3,59.1,336.5
99.4,10.5,95.4,44.3,29.5,51.3,720.0
84.6,51.3,86.9,19.1,23.4,55.8,459.2
29.1,39.2,82.7,37.1,23.4,55.8,164.1
47.7,61.9,92.8,21.1,20.3,63.4,295.9
87.1,70.3,97.7,-1.6,9.6,19.6,720.0
47.0,59.7,98.7,-4.0,16.1,22.2,684.3
56.2,52.2,98.7,19.3,13.2,47.4,720.0
45.1,47.9,90.0,1.1,14.5,31.4,486.6
27.6,39.0,81.6,25.9,26.1,38.5,142.5
59.6,34.8,83.7,42.5,12.5,67.9,720.0
69.5,39.5,87.4,7.9,18.3,26.6,682.7
99.2,49.5,97.9,34.2,31.1,58.4,661.4
39.5,10.3,81.9,0.8,23.6,29.8,405.5
66.7,5.5,81.4,11.5,20.2,51.8,720.0
78.3,74.0,98.6,36.3,6.3,54.7,720.0
26.2,47.6,81.8,26.2,19.3,65.6,131.6
89.2,15.7,95.8,8.1,20.7,30.5,720.0
35.1,65.2,87.2,40.1,25.0,75.0,146.3
90.1,9.7,84.1,37.7,26.0,58.0,720.0
86.5,75.8,85.0,32.2,23.3,57.9,169.0
43.5,76.5,82.3,22.8,22.2,38.0,49.0
63.3,25.0,98.1,11.7,31.1,29.1,635.6
93.5,13.0,99.9,30.6,16.8,50.3,720.0
29.9,53.8,98.7,0.2,17.7,29.5,412.3
84.1,43.0,98.6,41.6,15.5,79.3,720.0
91.8,74.7,89.4,37.5,18.6,54.8,396.1
35.7,12.7,95.6,8.1,8.0,28.1,720.0
41.2,11.3,96.2,21.7,23.0,46.8,533.3
45.0,41.2,88.3,26.2,17.8,51.9,417.5
79.8,26.1,86.4,6.2,10.9,37.8,720.0
74.2,74.3,89.1,-2.1,23.9,11.6,272.2
63.3,72.7,84.6,-4.1,12.5,16.8,314.8
63.1,56.0,98.1,27.2,18.1,59.1,642.5
72.2,57.1,95.2,20.2,9.5,36.8,720.0
77.3,31.5,87.3,28.8,19.1,36.3,720.0
44.0,70.3,84.0,-2.4,14.1,24.1,200.4
44.9,42.9,99.3,39.6,16.8,70.9,654.2
98.5,45.3,83.6,14.1,23.9,36.1,499.0
44.5,31.7,89.6,1.0,13.2,31.0,661.8
39.6,62.3,80.2,19.1,30.9,41.2,65.0
84.0,39.1,95.8,-3.0,19.1,22.7,720.0
87.5,55.7,88.9,11.9,13.7,40.9,720.0
67.1,12.1,90.5,42.7,7.3,75.2,720.0
51.9,72.7,80.4,37.9,24.7,52.4,46.9
62.4,18.4,90.5,24.4,18.3,54.0,720.0
54.9,26.7,98.2,10.1,14.0,46.8,720.0
33.7,25.3,88.3,22.7,24.4,55.2,285.8
43.5,77.0,95.2,6.7,14.0,37.4,343.8
25.3,51.5,89.4,23.4,20.3,33.4,169.8
35.9,22.7,92.3,42.0,24.5,72.0,421.2
88.5,78.0,85.2,7.6,16.6,35.6,227.3
91.7,7.9,93.8,34.2,11.0,50.4,720.0
58.5,47.9,81.6,31.9,28.8,55.9,197.7
42.6,60.9,86.1,10.4,20.4,50.4,207.5
28.9,30.8,93.9,-2.4,15.4,25.3,553.3
87.5,67.3,89.8,43.3,31.0,85.3,439.3
40.9,38.6,98.5,27.1,15.4,58.9,623.7
71.5,68.1,96.8,6.6,7.8,44.5,720.0
66.4,77.5,98.7,21.0,17.5,43.9,492.6
52.2,13.2,81.6,30.9,18.6,43.8,555.4
98.8,71.2,88.2,42.7,16.9,66.2,421.2
80.4,32.1,86.1,35.1,6.2,53.7,720.0
76.3,38.5,91.6,38.5,13.3,50.8,720.0
78.8,8.2,87.0,9.3,11.2,31.0,720.0
83.6,28.2,95.9,19.6,14.2,41.6,720.0
76.5,73.4,94.7,42.0,18.1,66.0,471.5
32.0,56.5,81.4,4.4,29.0,26.5,94.6
85.7,68.3,88.7,39.8,31.9,58.5,238.3
73.5,18.2,94.8,16.8,17.9,37.3,720.0
31.2,6.1,96.3,27.6,26.3,56.5,380.5
69.8,26.4,82.8,19.0,28.3,39.4,388.7
